chr	start	stop	strand	SRR5720118	SRR5720119	SRR5720120	SRR5720121	SRR5720122	SRR5720123	SRR5720124	SRR5720125	SRR5720126	SRR5720127	SRR5720128	SRR5720129	SRR5720130	SRR5720131	SRR5720132	SRR5720133	SRR5720134	SRR5720135	SRR5720136	SRR5720137	SRR5720138	SRR5720139	SRR5720140	SRR5720141
chr13	45852327	45852456	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	45852327	45956575	-	21	25	14	7	2	12	11	22	7	21	23	11	13	28	27	10	4	3	11	11	7	51	10	10
chr13	45956454	45956575	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
chr13	46525414	46560581	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr13	46609595	46615355	+	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	46615249	46640122	+	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0
chr13	46615249	46646666	+	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr13	46686622	46696768	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	46689058	46694117	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	46693511	46699733	-	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr13	46696645	46707893	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	46699648	46707893	-	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	46707746	46712980	-	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
chr13	46761272	46769231	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	46761272	46778993	-	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
chr13	46772770	46832816	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	46777086	46778993	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	46785245	46802729	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	46785245	46816398	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	46788057	46799333	-	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
chr13	46788057	46816398	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	46798341	46799333	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr13	46810690	46812863	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	46848325	46864831	-	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	47078267	47079299	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr13	47207359	47229000	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	48583084	48606360	-	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	48589267	48590286	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	48590286	48606360	-	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2	0	0	0	1
chr13	48813702	48814044	-	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	48814044	48815954	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	48828785	48835295	-	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	48832003	48835295	-	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
chr13	48885272	48885878	-	0	2	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	1
chr13	48902057	48914949	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	48921681	48922250	-	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	48921681	48934078	-	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0
chr13	48932296	48934078	-	0	0	2	3	0	0	2	0	1	0	0	5	5	0	4	0	2	0	0	7	2	4	4	7
chr13	48932296	48949303	-	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	2	0
chr13	48933949	48949303	-	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	48945941	48949303	-	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1
chr13	49039091	49042866	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	49039091	49052773	-	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49051356	49102962	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr13	49076136	49078826	-	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49076136	49092324	-	0	4	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
chr13	49078058	49082103	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49078058	49085541	-	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	49078058	49102962	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	49081903	49085541	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr13	49081903	49102962	-	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49090816	49102962	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
chr13	49095340	49102962	-	26	2	0	2	2	2	1	0	4	0	2	0	3	0	0	0	2	0	5	0	3	1	1	0
chr13	49100962	49102962	-	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	49277536	49281955	-	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49296330	49298062	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
chr13	49375369	49377887	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	49430868	49450083	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	49654346	49658831	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	49687385	49688643	+	0	0	1	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
chr13	49687385	49703262	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	49701843	49723076	+	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49704270	49705885	+	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	0
chr13	49704270	49718026	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	49704270	49719669	+	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49705786	49715829	+	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49711836	49714813	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	49726254	49727124	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr13	49726254	49727126	+	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	51123087	51123288	+	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	51123087	51127973	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
chr13	51123087	51144535	+	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
chr13	51144301	51144535	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	51442689	51448048	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr13	51442689	51451640	-	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	51461317	51482945	-	0	0	0	2	0	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
chr13	51480098	51482945	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
chr13	51708874	51711624	-	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	51709911	51722380	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	51712678	51722380	-	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	53367865	53374069	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr13	54085448	54096780	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	54213568	54223021	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	54523969	54529223	+	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	4	1	0	3	2	0	0
chr13	54556526	54559324	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	54641553	54645244	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	54655405	54656425	+	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	54681933	54684488	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	55034888	55040623	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55034888	55056078	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	55034888	55060342	-	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
chr13	55034888	55069807	-	0	2	2	4	0	0	4	0	3	3	3	0	10	2	5	0	4	0	3	3	1	4	2	1
chr13	55034888	55093281	-	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	55040544	55093281	-	0	3	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
chr13	55050740	55056078	-	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr13	55050740	55060342	-	0	5	0	2	1	1	0	0	3	4	2	3	8	0	4	0	2	1	1	1	7	0	4	0
chr13	55050740	55069807	-	0	6	8	2	7	5	0	0	10	0	6	0	17	0	11	0	6	0	8	3	8	0	2	0
chr13	55050740	55093281	-	0	6	3	1	0	0	0	0	2	0	2	0	5	4	2	0	0	0	1	0	1	0	0	0
chr13	55055974	55069807	-	0	0	3	2	0	0	0	0	4	0	10	0	7	0	3	0	0	1	0	1	0	0	5	2
chr13	55055974	55076407	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	55055974	55093281	-	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
chr13	55060265	55076407	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	55060265	55093281	-	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55069721	55077527	-	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55069721	55085694	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55069721	55093281	-	0	6	0	2	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	0	3	0	0	1
chr13	55075257	55077527	-	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
chr13	55075257	55093281	-	32	0	4	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	0
chr13	55077402	55093281	-	0	0	0	0	4	0	0	0	4	1	4	2	0	1	2	0	0	0	0	0	2	1	1	0
chr13	55085609	55093281	-	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr13	55113035	55115624	+	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55213203	55214150	+	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55213203	55234030	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55213203	55238862	+	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
chr13	55213203	55248077	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr13	55213203	55268523	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	55213203	55277675	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr13	55213203	55282782	+	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	55213203	55293714	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55213203	55299960	+	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55213203	55310541	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr13	55233894	55238862	+	0	0	3	0	4	0	3	0	2	1	0	0	3	0	0	0	3	0	0	0	2	0	0	0
chr13	55233894	55248077	+	59	23	17	8	12	23	23	0	28	17	20	4	33	12	25	12	19	5	14	11	14	23	12	12
chr13	55233894	55263442	+	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0
chr13	55233894	55277675	+	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	55233894	55282782	+	0	2	0	0	2	0	0	0	0	0	3	2	0	0	1	0	0	1	0	0	1	0	0	0
chr13	55233894	55296192	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	55233894	55302980	+	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55238689	55248077	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	55245517	55248077	+	0	0	2	2	3	0	3	0	0	2	1	4	8	3	0	0	3	3	0	0	0	0	0	2
chr13	55260343	55282782	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	55260468	55261543	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	55261543	55302980	+	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55263332	55268523	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55263332	55282782	+	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55263332	55296192	+	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55268447	55282782	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55276522	55290255	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	55291130	55296192	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	55291130	55298676	+	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
chr13	55291130	55302980	+	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55293557	55296192	+	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	55293557	55298676	+	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
chr13	55293557	55307042	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr13	55295986	55296192	+	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55295986	55298676	+	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0
chr13	55295986	55301843	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr13	55295986	55302980	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55298563	55302980	+	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55299690	55302980	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
chr13	55552961	55554448	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	55552961	55556225	-	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
chr13	55594704	55595614	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
chr13	55638025	55645467	+	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0
chr13	55638025	55647792	+	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	55638025	55659098	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	55645370	55655130	+	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55650414	55655130	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55650414	55670353	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	55652043	55655130	+	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55652912	55653722	+	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	55652912	55669849	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr13	55660716	55670353	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	55663218	55663941	+	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0
chr13	55721578	55721742	+	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	56088599	56089757	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	56638045	56638705	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	56723428	56728629	+	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	3	0	0
chr13	56723428	56736056	+	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0
chr13	56804512	56861072	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr13	56810383	56822641	-	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	56822424	56861072	-	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	57556679	57587733	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	58009276	58033342	-	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
chr13	58009276	58063863	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58013829	58051138	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr13	58018796	58019486	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58018796	58033342	-	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
chr13	58018796	58051138	-	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58030412	58033342	-	0	0	0	0	0	0	2	0	2	0	0	1	2	1	2	0	0	0	2	2	1	0	0	0
chr13	58030412	58051138	-	0	0	0	1	1	0	0	0	2	5	0	0	5	2	2	0	0	0	0	2	2	5	0	0
chr13	58030412	58071681	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58191721	58193514	-	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
chr13	58191721	58199070	-	0	13	4	6	4	6	5	0	8	5	5	7	8	11	11	0	4	8	5	4	10	9	7	5
chr13	58193251	58196672	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr13	58243801	58259511	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58243801	58264199	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58255746	58264199	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
chr13	58259433	58264199	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	58263197	58264199	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58291024	58354947	-	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58311081	58324033	-	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58313147	58320316	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58320118	58337686	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58328855	58354947	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0
chr13	58343865	58354947	-	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr13	58392863	58393195	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr13	58393691	58395687	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	58397796	58399155	-	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58397797	58399155	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58397980	58399155	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	58398027	58399155	-	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58398035	58399155	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr13	58398036	58399155	-	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr13	58398048	58399155	-	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58837795	58846854	+	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr13	58837795	58878262	+	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
chr13	58842875	58878262	+	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	58859168	58861555	+	0	3	0	3	0	2	0	0	0	1	1	3	0	2	2	0	1	0	0	2	4	1	1	2
chr13	58859168	58874425	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	58859168	58878262	+	0	4	0	2	0	1	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	1	0
chr13	58985801	59060462	+	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	59037966	59060462	+	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	59054292	59060462	+	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0
chr13	59460468	59462173	-	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	2	0
chr13	59460468	59477138	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr13	59460468	59482604	-	0	0	0	2	3	1	1	0	3	0	0	0	7	1	0	0	4	1	0	3	0	0	0	0
chr13	59460468	59504310	-	0	1	1	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	2	1	0	0	1
chr13	59460468	59514295	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	59460468	59528518	-	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
chr13	59460468	59544451	-	0	0	2	4	5	1	2	0	7	0	0	0	13	4	0	0	7	2	0	4	9	1	0	0
chr13	59461996	59466116	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
